[14:21:28] [main/INFO]: ModLauncher running: args [--username, JustArend, --version, forge-47.3.0, --gameDir, C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0, --assetsDir, C:\Users\Arend\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, bb99cf8c16fa45c3bab5f6031f089828, --accessToken, ????????, --clientId, NzE1YTE1MjUtZjFlZC00ZDc5LWJiMjQtMzYzZWQ5NWNjYjc5, --xuid, 2535428986502103, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\Arend\curseforge\minecraft\Install\quickPlay\java\1721913686378.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[14:21:28] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 11 arch amd64 version 10.0
[14:24:02] [Server thread/WARN]: Incorrect key Limitations.Stamina.Least Consumption.stamina_consumption_of_Dodge was corrected from null to its default, 80. 
[14:24:02] [Server thread/WARN]: Incorrect key Limitations.Stamina.Least Consumption.stamina_consumption_of_FastRun was corrected from null to its default, 2. 
[14:24:02] [Server thread/WARN]: Incorrect key Limitations.Stamina.Least Consumption.stamina_consumption_of_FastSwim was corrected from null to its default, 3. 
[14:24:02] [Server thread/WARN]: Incorrect key Limitations.Stamina.Least Consumption.stamina_consumption_of_Flipping was corrected from null to its default, 80. 
[14:24:02] [Server thread/WARN]: Incorrect key Limitations.Stamina.Least Consumption.stamina_consumption_of_HangDown was corrected from null to its default, 3. 
[14:24:02] [Server thread/WARN]: Incorrect key Limitations.Stamina.Least Consumption.stamina_consumption_of_HorizontalWallRun was corrected from null to its default, 2. 
[14:24:02] [Server thread/WARN]: Incorrect key Limitations.Stamina.Least Consumption.stamina_consumption_of_JumpFromBar was corrected from null to its default, 100. 
[14:24:02] [Server thread/WARN]: Incorrect key Limitations.Stamina.Least Consumption.stamina_consumption_of_QuickTurn was corrected from null to its default, 0. 
[14:24:02] [Server thread/WARN]: Incorrect key Limitations.Stamina.Least Consumption.stamina_consumption_of_Roll was corrected from null to its default, 100. 
[14:24:02] [Server thread/WARN]: Incorrect key Limitations.Stamina.Least Consumption.stamina_consumption_of_SkyDive was corrected from null to its default, 0. 
[14:24:02] [Server thread/WARN]: Incorrect key Limitations.Stamina.Least Consumption.stamina_consumption_of_Slide was corrected from null to its default, 0. 
[14:24:02] [Server thread/WARN]: Incorrect key Limitations.Stamina.Least Consumption.stamina_consumption_of_Tap was corrected from null to its default, 100. 
[14:24:02] [Server thread/WARN]: Incorrect key Limitations.Stamina.Least Consumption.stamina_consumption_of_Vault was corrected from null to its default, 50. 
[14:24:02] [Server thread/WARN]: Incorrect key Limitations.Stamina.Least Consumption.stamina_consumption_of_VerticalWallRun was corrected from null to its default, 150. 
[14:24:02] [Server thread/WARN]: Incorrect key Limitations.Stamina.Least Consumption.stamina_consumption_of_WallJump was corrected from null to its default, 120. 
[14:24:02] [Server thread/WARN]: Incorrect key Limitations.Stamina.Least Consumption.stamina_consumption_of_WallSlide was corrected from null to its default, 8. 
[14:24:02] [Server thread/WARN]: Incorrect key Limitations.Stamina.Least Consumption.allow_infinite_stamina was corrected from null to its default, true. 
[14:24:02] [Server thread/WARN]: Incorrect key Limitations.Stamina.Least Consumption.max_stamina_limit was corrected from null to its default, 2147483647. 
[14:24:02] [Server thread/WARN]: Incorrect key Limitations.Stamina.Least Consumption.max_stamina_recovery_limit was corrected from null to its default, 2147483647. 
[14:24:02] [Server thread/WARN]: Configuration file C:\Users\Arend\curseforge\minecraft\Instances\Dank-Dreams 1.0\saves\New World\serverconfig\create-server.toml is not correct. Correcting
[14:24:02] [Server thread/WARN]: Incorrect key infrastructure was corrected from null to its default, SimpleCommentedConfig:{}. 
[14:24:02] [Server thread/WARN]: Incorrect key infrastructure.tickrateSyncTimer was corrected from null to its default, 20. 
[14:24:02] [Server thread/WARN]: Incorrect key recipes was corrected from null to its default, SimpleCommentedConfig:{}. 
[14:24:02] [Server thread/WARN]: Incorrect key recipes.bulkPressing was corrected from null to its default, false. 
[14:24:02] [Server thread/WARN]: Incorrect key recipes.bulkCutting was corrected from null to its default, false. 
[14:24:02] [Server thread/WARN]: Incorrect key recipes.allowBrewingInMixer was corrected from null to its default, true. 
[14:24:02] [Server thread/WARN]: Incorrect key recipes.allowShapelessInMixer was corrected from null to its default, true. 
[14:24:02] [Server thread/WARN]: Incorrect key recipes.allowShapedSquareInPress was corrected from null to its default, true. 
[14:24:02] [Server thread/WARN]: Incorrect key recipes.allowRegularCraftingInCrafter was corrected from null to its default, true. 
[14:24:02] [Server thread/WARN]: Incorrect key recipes.maxFireworkIngredientsInCrafter was corrected from null to its default, 9. 
[14:24:02] [Server thread/WARN]: Incorrect key recipes.allowStonecuttingOnSaw was corrected from null to its default, true. 
[14:24:02] [Server thread/WARN]: Incorrect key recipes.allowWoodcuttingOnSaw was corrected from null to its default, true. 
[14:24:02] [Server thread/WARN]: Incorrect key recipes.allowCastingBySpout was corrected from null to its default, true. 
[14:24:02] [Server thread/WARN]: Incorrect key recipes.displayLogStrippingRecipes was corrected from null to its default, true. 
[14:24:02] [Server thread/WARN]: Incorrect key recipes.lightSourceCountForRefinedRadiance was corrected from null to its default, 10. 
[14:24:02] [Server thread/WARN]: Incorrect key recipes.enableRefinedRadianceRecipe was corrected from null to its default, true. 
[14:24:02] [Server thread/WARN]: Incorrect key recipes.enableShadowSteelRecipe was corrected from null to its default, true. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics was corrected from null to its default, SimpleCommentedConfig:{}. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.disableStress was corrected from null to its default, false. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.maxBeltLength was corrected from null to its default, 20. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.crushingDamage was corrected from null to its default, 4. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.maxRotationSpeed was corrected from null to its default, 256. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.ignoreDeployerAttacks was corrected from null to its default, CREEPERS. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.kineticValidationFrequency was corrected from null to its default, 60. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.crankHungerMultiplier was corrected from null to its default, 0.009999999776482582. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.minimumWindmillSails was corrected from null to its default, 8. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.windmillSailsPerRPM was corrected from null to its default, 8. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.maxEjectorDistance was corrected from null to its default, 32. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.ejectorScanInterval was corrected from null to its default, 120. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.encasedFan was corrected from null to its default, SimpleCommentedConfig:{}. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.encasedFan.fanPushDistance was corrected from null to its default, 20. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.encasedFan.fanPullDistance was corrected from null to its default, 20. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.encasedFan.fanBlockCheckRate was corrected from null to its default, 30. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.encasedFan.fanRotationArgmax was corrected from null to its default, 256. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.encasedFan.fanProcessingTime was corrected from null to its default, 150. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.contraptions was corrected from null to its default, SimpleCommentedConfig:{}. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.contraptions.maxBlocksMoved was corrected from null to its default, 2048. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.contraptions.maxDataSize was corrected from null to its default, 2000000. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.contraptions.maxChassisRange was corrected from null to its default, 16. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.contraptions.maxPistonPoles was corrected from null to its default, 64. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.contraptions.maxRopeLength was corrected from null to its default, 256. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.contraptions.maxCartCouplingLength was corrected from null to its default, 32. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.contraptions.rollerFillDepth was corrected from null to its default, 12. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.contraptions.survivalContraptionPickup was corrected from null to its default, true. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.contraptions.movableSpawners was corrected from null to its default, NO_PICKUP. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.contraptions.amethystMovement was corrected from null to its default, NO_PICKUP. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.contraptions.movableObsidian was corrected from null to its default, UNMOVABLE. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.contraptions.movableReinforcedDeepslate was corrected from null to its default, UNMOVABLE. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.contraptions.moveItemsToStorage was corrected from null to its default, true. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.contraptions.harvestPartiallyGrown was corrected from null to its default, false. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.contraptions.harvesterReplants was corrected from null to its default, true. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.contraptions.minecartContraptionInContainers was corrected from null to its default, false. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stats was corrected from null to its default, SimpleCommentedConfig:{}. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stats.mediumSpeed was corrected from null to its default, 30.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stats.fastSpeed was corrected from null to its default, 100.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stats.mediumStressImpact was corrected from null to its default, 4.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stats.highStressImpact was corrected from null to its default, 8.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stats.mediumCapacity was corrected from null to its default, 256.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stats.highCapacity was corrected from null to its default, 1024.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues was corrected from null to its default, SimpleCommentedConfig:{}. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2 was corrected from null to its default, SimpleCommentedConfig:{}. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact was corrected from null to its default, SimpleCommentedConfig:{}. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.display_board was corrected from null to its default, 0.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.deployer was corrected from null to its default, 4.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.mechanical_piston was corrected from null to its default, 4.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.millstone was corrected from null to its default, 4.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.mechanical_bearing was corrected from null to its default, 4.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.clockwork_bearing was corrected from null to its default, 4.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.cuckoo_clock was corrected from null to its default, 1.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.speedometer was corrected from null to its default, 0.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.copper_backtank was corrected from null to its default, 4.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.mechanical_saw was corrected from null to its default, 4.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.flywheel was corrected from null to its default, 0.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.encased_chain_drive was corrected from null to its default, 0.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.clutch was corrected from null to its default, 0.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.encased_fan was corrected from null to its default, 2.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.adjustable_chain_gearshift was corrected from null to its default, 0.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.mechanical_pump was corrected from null to its default, 4.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.crushing_wheel was corrected from null to its default, 8.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.mechanical_mixer was corrected from null to its default, 4.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.gantry_shaft was corrected from null to its default, 0.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.rope_pulley was corrected from null to its default, 4.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.rotation_speed_controller was corrected from null to its default, 0.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.mechanical_arm was corrected from null to its default, 2.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.netherite_backtank was corrected from null to its default, 4.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.andesite_encased_shaft was corrected from null to its default, 0.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.mechanical_press was corrected from null to its default, 8.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.large_cogwheel was corrected from null to its default, 0.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.mechanical_drill was corrected from null to its default, 4.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.andesite_encased_large_cogwheel was corrected from null to its default, 0.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.brass_encased_large_cogwheel was corrected from null to its default, 0.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.mysterious_cuckoo_clock was corrected from null to its default, 1.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.stressometer was corrected from null to its default, 0.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.shaft was corrected from null to its default, 0.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.brass_encased_shaft was corrected from null to its default, 0.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.gearshift was corrected from null to its default, 0.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.turntable was corrected from null to its default, 4.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.sticky_mechanical_piston was corrected from null to its default, 4.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.sequenced_gearshift was corrected from null to its default, 0.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.weighted_ejector was corrected from null to its default, 2.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.cogwheel was corrected from null to its default, 0.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.andesite_encased_cogwheel was corrected from null to its default, 0.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.belt was corrected from null to its default, 0.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.brass_encased_cogwheel was corrected from null to its default, 0.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.gearbox was corrected from null to its default, 0.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.hose_pulley was corrected from null to its default, 4.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.elevator_pulley was corrected from null to its default, 4.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.impact.mechanical_crafter was corrected from null to its default, 2.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.capacity was corrected from null to its default, SimpleCommentedConfig:{}. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.capacity.copper_valve_handle was corrected from null to its default, 8.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.capacity.hand_crank was corrected from null to its default, 8.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.capacity.steam_engine was corrected from null to its default, 1024.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.capacity.creative_motor was corrected from null to its default, 16384.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.capacity.large_water_wheel was corrected from null to its default, 128.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.capacity.water_wheel was corrected from null to its default, 32.0. 
[14:24:02] [Server thread/WARN]: Incorrect key kinetics.stressValues.v2.capacity.windmill_bearing was corrected from null to its default, 512.0. 
[14:24:02] [Server thread/WARN]: Incorrect key fluids was corrected from null to its default, SimpleCommentedConfig:{}. 
[14:24:02] [Server thread/WARN]: Incorrect key fluids.fluidTankCapacity was corrected from null to its default, 8. 
[14:24:02] [Server thread/WARN]: Incorrect key fluids.fluidTankMaxHeight was corrected from null to its default, 32. 
[14:24:02] [Server thread/WARN]: Incorrect key fluids.mechanicalPumpRange was corrected from null to its default, 16. 
[14:24:02] [Server thread/WARN]: Incorrect key fluids.hosePulleyRange was corrected from null to its default, 128. 
[14:24:02] [Server thread/WARN]: Incorrect key fluids.hosePulleyBlockThreshold was corrected from null to its default, 10000. 
[14:24:02] [Server thread/WARN]: Incorrect key fluids.fillInfinite was corrected from null to its default, false. 
[14:24:02] [Server thread/WARN]: Incorrect key fluids.bottomlessFluidMode was corrected from null to its default, ALLOW_BY_TAG. 
[14:24:02] [Server thread/WARN]: Incorrect key fluids.fluidFillPlaceFluidSourceBlocks was corrected from null to its default, true. 
[14:24:02] [Server thread/WARN]: Incorrect key fluids.pipesPlaceFluidSourceBlocks was corrected from null to its default, true. 
[14:24:02] [Server thread/WARN]: Incorrect key logistics was corrected from null to its default, SimpleCommentedConfig:{}. 
[14:24:02] [Server thread/WARN]: Incorrect key logistics.defaultExtractionTimer was corrected from null to its default, 8. 
[14:24:02] [Server thread/WARN]: Incorrect key logistics.psiTimeout was corrected from null to its default, 60. 
[14:24:02] [Server thread/WARN]: Incorrect key logistics.mechanicalArmRange was corrected from null to its default, 5. 
[14:24:02] [Server thread/WARN]: Incorrect key logistics.linkRange was corrected from null to its default, 256. 
[14:24:02] [Server thread/WARN]: Incorrect key logistics.displayLinkRange was corrected from null to its default, 64. 
[14:24:02] [Server thread/WARN]: Incorrect key logistics.vaultCapacity was corrected from null to its default, 20. 
[14:24:02] [Server thread/WARN]: Incorrect key logistics.brassTunnelTimer was corrected from null to its default, 10. 
[14:24:02] [Server thread/WARN]: Incorrect key logistics.seatHostileMobs was corrected from null to its default, true. 
[14:24:02] [Server thread/WARN]: Incorrect key schematics was corrected from null to its default, SimpleCommentedConfig:{}. 
[14:24:02] [Server thread/WARN]: Incorrect key schematics.creativePrintIncludesAir was corrected from null to its default, false. 
[14:24:02] [Server thread/WARN]: Incorrect key schematics.maxSchematics was corrected from null to its default, 256. 
[14:24:02] [Server thread/WARN]: Incorrect key schematics.maxSchematicPacketSize was corrected from null to its default, 1024. 
[14:24:02] [Server thread/WARN]: Incorrect key schematics.schematicIdleTimeout was corrected from null to its default, 600. 
[14:24:02] [Server thread/WARN]: Incorrect key schematics.schematicannon was corrected from null to its default, SimpleCommentedConfig:{}. 
[14:24:02] [Server thread/WARN]: Incorrect key schematics.schematicannon.schematicannonDelay was corrected from null to its default, 10. 
[14:24:02] [Server thread/WARN]: Incorrect key schematics.schematicannon.schematicannonGunpowderWorth was corrected from null to its default, 20.0. 
[14:24:02] [Server thread/WARN]: Incorrect key schematics.schematicannon.schematicannonFuelUsage was corrected from null to its default, 0.05000000074505806. 
[14:24:02] [Server thread/WARN]: Incorrect key equipment was corrected from null to its default, SimpleCommentedConfig:{}. 
[14:24:02] [Server thread/WARN]: Incorrect key equipment.maxSymmetryWandRange was corrected from null to its default, 50. 
[14:24:02] [Server thread/WARN]: Incorrect key equipment.placementAssistRange was corrected from null to its default, 12. 
[14:24:02] [Server thread/WARN]: Incorrect key equipment.toolboxRange was corrected from null to its default, 10. 
[14:24:02] [Server thread/WARN]: Incorrect key equipment.airInBacktank was corrected from null to its default, 900. 
[14:24:02] [Server thread/WARN]: Incorrect key equipment.enchantedBacktankCapacity was corrected from null to its default, 300. 
[14:24:02] [Server thread/WARN]: Incorrect key equipment.maxExtendoGripActions was corrected from null to its default, 1000. 
[14:24:02] [Server thread/WARN]: Incorrect key equipment.maxPotatoCannonShots was corrected from null to its default, 200. 
[14:24:02] [Server thread/WARN]: Incorrect key trains was corrected from null to its default, SimpleCommentedConfig:{}. 
[14:24:02] [Server thread/WARN]: Incorrect key trains.trainsCauseDamage was corrected from null to its default, true. 
[14:24:02] [Server thread/WARN]: Incorrect key trains.maxTrackPlacementLength was corrected from null to its default, 32. 
[14:24:02] [Server thread/WARN]: Incorrect key trains.maxAssemblyLength was corrected from null to its default, 128. 
[14:24:02] [Server thread/WARN]: Incorrect key trains.maxBogeyCount was corrected from null to its default, 20. 
[14:24:02] [Server thread/WARN]: Incorrect key trains.manualTrainSpeedModifier was corrected from null to its default, 0.75. 
[14:24:02] [Server thread/WARN]: Incorrect key trains.trainStats was corrected from null to its default, SimpleCommentedConfig:{}. 
[14:24:02] [Server thread/WARN]: Incorrect key trains.trainStats.trainTopSpeed was corrected from null to its default, 28.0. 
[14:24:02] [Server thread/WARN]: Incorrect key trains.trainStats.trainTurningTopSpeed was corrected from null to its default, 14.0. 
[14:24:02] [Server thread/WARN]: Incorrect key trains.trainStats.trainAcceleration was corrected from null to its default, 3.0. 
[14:24:02] [Server thread/WARN]: Incorrect key trains.poweredTrainStats was corrected from null to its default, SimpleCommentedConfig:{}. 
[14:24:02] [Server thread/WARN]: Incorrect key trains.poweredTrainStats.poweredTrainTopSpeed was corrected from null to its default, 40.0. 
[14:24:02] [Server thread/WARN]: Incorrect key trains.poweredTrainStats.poweredTrainTurningTopSpeed was corrected from null to its default, 20.0. 
[14:24:02] [Server thread/WARN]: Incorrect key trains.poweredTrainStats.poweredTrainAcceleration was corrected from null to its default, 3.0. 
[14:24:02] [Server thread/WARN]: Found already existing holder biomesoplenty:crystalline_chasm from tag forge:is_magical! Replacing value anyway! Old value was 15663072, new is 12251391
[14:24:02] [Server thread/WARN]: Found already existing holder biomesoplenty:fungal_jungle from tag forge:is_lush! Replacing value anyway! Old value was 12251391, new is 12582892
[14:24:02] [Server thread/WARN]: Found already existing holder biomesoplenty:mystic_grove from tag forge:is_lush! Replacing value anyway! Old value was 12251391, new is 12582892
[14:24:02] [Server thread/WARN]: Found already existing holder biomesoplenty:fungal_jungle from tag forge:is_mushroom! Replacing value anyway! Old value was 12582892, new is 13035007
[14:24:02] [Server thread/WARN]: Found already existing holder biomesoplenty:clover_patch from tag forge:is_sparse! Replacing value anyway! Old value was 12582892, new is 16774563
[14:24:02] [Server thread/WARN]: Found already existing holder biomesoplenty:lush_desert from tag forge:is_sparse! Replacing value anyway! Old value was 12582892, new is 16774563
[14:24:02] [Server thread/WARN]: Found already existing holder biomesoplenty:lush_savanna from tag forge:is_sparse! Replacing value anyway! Old value was 12582892, new is 16774563
[14:24:02] [Server thread/WARN]: Found already existing holder biomesoplenty:orchard from tag forge:is_sparse! Replacing value anyway! Old value was 12582892, new is 16774563
[14:24:02] [Server thread/WARN]: Found already existing holder terralith:alpine_grove from tag forge:is_cold! Replacing value anyway! Old value was 16774563, new is 13432831
[14:24:02] [Server thread/WARN]: Found already existing holder terralith:cold_shrubland from tag forge:is_cold! Replacing value anyway! Old value was 16774563, new is 13432831
[14:24:02] [Server thread/WARN]: Found already existing holder terralith:highlands from tag forge:is_cold! Replacing value anyway! Old value was 16774563, new is 13432831
[14:24:02] [Server thread/WARN]: Found already existing holder terralith:rocky_shrubland from tag forge:is_cold! Replacing value anyway! Old value was 16774563, new is 13432831
[14:24:02] [Server thread/WARN]: Found already existing holder minecraft:snowy_slopes from tag forge:is_cold! Replacing value anyway! Old value was 16774563, new is 13432831
[14:24:02] [Server thread/WARN]: Found already existing holder minecraft:jagged_peaks from tag forge:is_cold! Replacing value anyway! Old value was 16774563, new is 13432831
[14:24:02] [Server thread/WARN]: Found already existing holder minecraft:frozen_peaks from tag forge:is_cold! Replacing value anyway! Old value was 16774563, new is 13432831
[14:24:02] [Server thread/WARN]: Found already existing holder biomesoplenty:auroral_garden from tag forge:is_cold! Replacing value anyway! Old value was 12251391, new is 13432831
[14:24:02] [Server thread/WARN]: Found already existing holder biomesoplenty:bog from tag forge:is_cold! Replacing value anyway! Old value was 16774563, new is 13432831
[14:24:02] [Server thread/WARN]: Found already existing holder biomesoplenty:cold_desert from tag forge:is_cold! Replacing value anyway! Old value was 16774563, new is 13432831
[14:24:02] [Server thread/WARN]: Found already existing holder biomesoplenty:dead_forest from tag forge:is_cold! Replacing value anyway! Old value was 16774563, new is 13432831
[14:24:02] [Server thread/WARN]: Found already existing holder biomesoplenty:muskeg from tag forge:is_cold! Replacing value anyway! Old value was 16774563, new is 13432831
[14:24:02] [Server thread/WARN]: Found already existing holder biomesoplenty:snowblossom_grove from tag forge:is_cold! Replacing value anyway! Old value was 12251391, new is 13432831
[14:24:02] [Server thread/WARN]: Found already existing holder biomesoplenty:snowy_fir_clearing from tag forge:is_cold! Replacing value anyway! Old value was 16774563, new is 13432831
[14:24:02] [Server thread/WARN]: Found already existing holder biomesoplenty:tundra from tag forge:is_cold! Replacing value anyway! Old value was 16774563, new is 13432831
[14:24:02] [Server thread/WARN]: Found already existing holder minecraft:the_end from tag forge:is_cold! Replacing value anyway! Old value was 14007039, new is 13432831
[14:24:02] [Server thread/WARN]: Found already existing holder minecraft:small_end_islands from tag forge:is_cold! Replacing value anyway! Old value was 14007039, new is 13432831
[14:24:02] [Server thread/WARN]: Found already existing holder minecraft:end_midlands from tag forge:is_cold! Replacing value anyway! Old value was 14007039, new is 13432831
[14:24:02] [Server thread/WARN]: Found already existing holder minecraft:end_highlands from tag forge:is_cold! Replacing value anyway! Old value was 14007039, new is 13432831
[14:24:02] [Server thread/WARN]: Found already existing holder minecraft:end_barrens from tag forge:is_cold! Replacing value anyway! Old value was 14007039, new is 13432831
[14:24:02] [Server thread/WARN]: Found already existing holder terralith:alpine_highlands from tag forge:is_plateau! Replacing value anyway! Old value was 13432831, new is 16772502
[14:24:02] [Server thread/WARN]: Found already existing holder terralith:arid_highlands from tag forge:is_plateau! Replacing value anyway! Old value was 16774563, new is 16772502
[14:24:02] [Server thread/WARN]: Found already existing holder terralith:highlands from tag forge:is_plateau! Replacing value anyway! Old value was 13432831, new is 16772502
[14:24:02] [Server thread/WARN]: Found already existing holder terralith:savanna_badlands from tag forge:is_plateau! Replacing value anyway! Old value was 16774563, new is 16772502
